id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
42191,drag_drop,"Drag each choice into the correct group: A water tank is shaped like a cuboid with length 6 m, width 3 m, and height 2 m. Choose its volume.",math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can apply formulae for surface area and volume of common solids,apply,easy,1.0,[],"Volume of a cuboid = length × width × height = 6 × 3 × 2 = 36 m³. 18 m³ misses one dimension, and 72 m³ is double the correct value.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""11 m³""},{""id"":""item_2"",""label"":""18 m³""},{""id"":""item_3"",""label"":""36 m³""},{""id"":""item_4"",""label"":""72 m³""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""Volume of a cuboid = length × width × height = 6 × 3 × 2 = 36 m³. 18 m³ misses one dimension, and 72 m³ is double the correct value.""}",2026-05-21T10:53:16.869Z,2026-05-21T10:53:16.988Z,1524,drag_drop for 3D Shapes & Mensuration
114451,mcq,Two solids have the same top view: a 3-by-4 rectangle. Solid A has a front view that is a 3-by-5 rectangle. Solid B has a front view that is a step shape with heights 5 and 2. Which comparison is correct?,math,,grade 8,global,3D Shapes & Mensuration,Views of 3D Shapes,"Students can identify and draw the top, front, and side views of 3D objects",analyze,medium,3.0,"[{""text"":""Both solids must be single cuboids."",""correct"":false},{""text"":""Solid A can be a single cuboid, but Solid B must be a stepped solid."",""correct"":true},{""text"":""Solid B must have the greater top-view area."",""correct"":false},{""text"":""The front views prove the top views cannot be the same."",""correct"":false}]","A rectangular top view with a rectangular front view can come from a single cuboid, so A can be a cuboid. A step-shaped front view means B has changing heights, so it must be a stepped compound solid. The main misconception is assuming equal top views force the solids to be the same type.","{""focus"":""compare solids with same footprint but different fronts"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Views of 3D Shapes"",""questionType"":""mcq"",""questionNumber"":""Q55"",""learning_objective"":""Students can identify and draw the top, front, and side views of 3D objects""}",2026-05-21T11:16:48.815Z,2026-05-21T11:16:49.015Z,1525,mcq for 3D Shapes & Mensuration
33211,mcq,A cuboid container measures 50 cm × 20 cm × 15 cm and is filled to 60% of its volume. Choose the amount of liquid in millilitres.,math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can compare and convert units of volume and capacity,apply,medium,3.0,"[{""text"":""9000 mL"",""correct"":true},{""text"":""15,000 mL"",""correct"":false},{""text"":""900 mL"",""correct"":false},{""text"":""6000 mL"",""correct"":false}]","Full volume = 50 × 20 × 15 = 15,000 cm³. At 60%, the liquid volume is 0.6 × 15,000 = 9000 cm³. Since 1 cm³ = 1 mL, this is 9000 mL.","{""focus"":""context with percent and volume"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Mensuration of Solids"",""questionType"":""mcq"",""questionNumber"":""Q105"",""learning_objective"":""Students can compare and convert units of volume and capacity""}",2026-05-21T10:50:25.474Z,2026-05-21T10:50:25.591Z,1526,mcq for 3D Shapes & Mensuration
32363,mcq,One box has dimensions 25 cm × 16 cm × 12 cm. Another box has dimensions 20 cm × 20 cm × 12 cm. Which statement is true?,math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can compare and convert units of volume and capacity,evaluate,hard,4.0,"[{""text"":""They have equal volume, 4.8 L each."",""correct"":true},{""text"":""The first box is larger by 80 cm³."",""correct"":false},{""text"":""The second box is larger by 0.8 L."",""correct"":false},{""text"":""They cannot be compared because the shapes are different."",""correct"":false}]","First volume = 25 × 16 × 12 = 4800 cm³. Second volume = 20 × 20 × 12 = 4800 cm³. So both have equal volume, 4.8 L each. A common misconception is assuming different side lengths always mean different volumes.","{""focus"":""reason or compare capacities"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Mensuration of Solids"",""questionType"":""mcq"",""questionNumber"":""Q136"",""learning_objective"":""Students can compare and convert units of volume and capacity""}",2026-05-21T10:50:05.111Z,2026-05-21T10:50:05.205Z,1527,mcq for 3D Shapes & Mensuration
32374,mcq,A solid is shown with dimensions marked. Its volume is used to decide whether it can hold more than 2 litres. Which statement is correct?,math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can compare and convert units of volume and capacity,analyze,hard,4.0,"[{""text"":""It is a cuboid with volume 2700 cm³, so it holds 2.7 L and more than 2 litres."",""correct"":true},{""text"":""It is a cube with volume 625 cm³, so it holds 0.625 L."",""correct"":false},{""text"":""It is a prism with volume 450 cm³, so it holds 4.5 L."",""correct"":false},{""text"":""It is a cuboid with volume 270 cm³, so it holds 2.7 L."",""correct"":false}]","The figure is a cuboid, not a cube, because the three edge lengths are 25 cm, 18 cm, and 6 cm. Volume = 25 × 18 × 6 = 2700 cm³. Since 1000 cm³ = 1 L, this is 2.7 L, which is more than 2 L. A common misconception is to convert 2700 cm³ to 270 L or 0.27 L by using the wrong cm³-to-litre relationship.","{""focus"":""shape identification through solid dimensions and litre comparison"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Mensuration of Solids"",""questionType"":""mcq"",""questionNumber"":""Q121"",""learning_objective"":""Students can compare and convert units of volume and capacity""}",2026-05-21T10:50:05.204Z,2026-05-21T10:50:05.298Z,1528,mcq for 3D Shapes & Mensuration
33224,mcq,"Look at the statement: ""To convert 3.2 m³ into cm³, multiply by 100."" Decide where the reasoning breaks down.",math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can compare and convert units of volume and capacity,analyze,hard,4.0,"[{""text"":""The conversion should multiply by 1,000,000 because cubic units scale by 100³, not by 100."",""correct"":true},{""text"":""The conversion should divide by 100 because cm³ is a smaller unit."",""correct"":false},{""text"":""The conversion should multiply by 1000 because 1 m = 1000 cm."",""correct"":false},{""text"":""The statement is correct because m³ and cm³ are both volume units."",""correct"":false}]","Since 1 m = 100 cm, then 1 m³ = 100³ cm³ = 1,000,000 cm³. The error is treating a cubic conversion as if it were a linear conversion. Dividing is wrong because moving to smaller units makes the number larger.","{""focus"":""find_the_error"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Mensuration of Solids"",""questionType"":""mcq"",""questionNumber"":""Q119"",""learning_objective"":""Students can compare and convert units of volume and capacity""}",2026-05-21T10:50:25.728Z,2026-05-21T10:50:25.905Z,1529,mcq for 3D Shapes & Mensuration
32348,mcq,The solid shown has a square base of side 5 cm and four triangular faces meeting at one top vertex. Which name is correct?,math,,grade 8,global,3D Shapes & Mensuration,Mensuration of Solids,Students can compare and convert units of volume and capacity,understand,medium,3.0,"[{""text"":""Square pyramid"",""correct"":true},{""text"":""Square prism"",""correct"":false},{""text"":""Cube"",""correct"":false},{""text"":""Triangular pyramid"",""correct"":false}]","The figure has one square base and triangular faces meeting at a single apex, so it is a square pyramid. A square prism would have two parallel square faces instead of one apex.","{""focus"":""identify pyramid from base and faces"",""grade"":8,""topic"":""3D Shapes & Mensuration"",""subject"":""Maths"",""subtopic"":""Mensuration of Solids"",""questionType"":""mcq"",""questionNumber"":""Q106"",""learning_objective"":""Students can compare and convert units of volume and capacity""}",2026-05-21T10:50:04.892Z,2026-05-21T10:50:04.990Z,1530,mcq for 3D Shapes & Mensuration
43960,mcq,A coin is flipped 40 times and shows heads 16 times. What is the experimental probability of heads?,math,,grade 8,global,Data Analysis & Probability,Probability,Students can calculate probabilities using theoretical and experimental approaches,remember,easy,1.0,"[{""text"":""16/40"",""correct"":true},{""text"":""24/40"",""correct"":false},{""text"":""40/16"",""correct"":false},{""text"":""16/24"",""correct"":false}]","Experimental probability is heads outcomes over total flips, so 16/40. The other options use the wrong count or reverse the ratio.","{""focus"":""Experimental probability from repeated trials"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Probability"",""questionType"":""mcq"",""questionNumber"":""Q23"",""learning_objective"":""Students can calculate probabilities using theoretical and experimental approaches""}",2026-05-21T10:53:46.819Z,2026-05-21T10:53:47.042Z,1531,mcq for Data Analysis & Probability
33949,mcq,"Choose the correct result for the mean of grouped data with class intervals 6-10, 10-14, 14-18 and frequencies 2, 2, 2. Use class midpoints.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,"Students can calculate and interpret mean, median, mode, and standard deviation for grouped data",apply,easy,1.0,"[{""text"":""10"",""correct"":false},{""text"":""12"",""correct"":true},{""text"":""14"",""correct"":false},{""text"":""16"",""correct"":false}]","The midpoints are 8, 12, and 16. Weighted total = 8×2 + 12×2 + 16×2 = 72. Total frequency = 6. Mean = 72 ÷ 6 = 12.","{""focus"":""mean from grouped data"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Advanced Statistics"",""questionType"":""mcq"",""questionNumber"":""Q51"",""learning_objective"":""Students can calculate and interpret mean, median, mode, and standard deviation for grouped data""}",2026-05-21T10:50:40.650Z,2026-05-21T10:50:40.731Z,1532,mcq for Data Analysis & Probability
43640,mcq,"Decide which claim about the ordered data set 4, 8, 12, 16, 20, 24, 28 is true.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,Students can construct and interpret box-and-whisker plots,understand,easy,1.0,"[{""text"":""The median is 12."",""correct"":false},{""text"":""The median is 16."",""correct"":true},{""text"":""The median is 20."",""correct"":false},{""text"":""The median is 24."",""correct"":false}]","With 7 values, the median is the 4th value. The 4th value is 16. The values 12 and 20 are on either side of the middle.","{""focus"":""identify true median statement"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Advanced Statistics"",""questionType"":""mcq"",""questionNumber"":""Q36"",""learning_objective"":""Students can construct and interpret box-and-whisker plots""}",2026-05-21T10:53:41.766Z,2026-05-21T10:53:41.979Z,1533,mcq for Data Analysis & Probability
33968,mcq,"Choose the correct estimated mean for the grouped frequency table: 20-30 has frequency 2, 30-40 has frequency 5, 40-50 has frequency 7, 50-60 has frequency 6.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,"Students can calculate and interpret mean, median, mode, and standard deviation for grouped data",apply,medium,2.0,"[{""text"":""41.0"",""correct"":false},{""text"":""43.5"",""correct"":true},{""text"":""45.0"",""correct"":false},{""text"":""46.5"",""correct"":false}]","Midpoints are 25, 35, 45, 55. Products are 2×25=50, 5×35=175, 7×45=315, 6×55=330. Total = 870 and total frequency = 20. Estimated mean = 870 ÷ 20 = 43.5.","{""focus"":""estimated mean from grouped table"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Advanced Statistics"",""questionType"":""mcq"",""questionNumber"":""Q66"",""learning_objective"":""Students can calculate and interpret mean, median, mode, and standard deviation for grouped data""}",2026-05-21T10:50:40.827Z,2026-05-21T10:50:40.932Z,1534,mcq for Data Analysis & Probability
43719,mcq,"Two data sets have the same minimum, Q1, median, Q3, and maximum, but one set has 20 values and the other has 200 values. What can you conclude about their box-and-whisker plots when drawn on the same scale?",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,Students can construct and interpret box-and-whisker plots,evaluate,medium,2.0,"[{""text"":""The box plots can look identical because box plots show the five-number summary, not the number of data values."",""correct"":true},{""text"":""The plot with 200 values must have a wider box because it contains more data."",""correct"":false},{""text"":""The plot with 20 values must have shorter whiskers because it contains fewer data."",""correct"":false},{""text"":""The medians must be different because the sample sizes are different."",""correct"":false}]","A standard box-and-whisker plot uses the minimum, Q1, median, Q3, and maximum. If those five values are the same and the scale is the same, the plots can look identical even if one data set has 20 values and the other has 200. The number of data values is not shown directly by the box plot.","{""focus"":""evaluate_a_claim"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Advanced Statistics"",""questionType"":""mcq"",""questionNumber"":""Q112"",""learning_objective"":""Students can construct and interpret box-and-whisker plots""}",2026-05-21T10:53:43.031Z,2026-05-21T10:53:43.144Z,1535,mcq for Data Analysis & Probability
43710,mcq,"A sports club recorded the number of laps completed by 9 runners: 6, 8, 9, 11, 13, 15, 18, 19, 30. A box-and-whisker plot was drawn with quartiles marked at 9 and 18. Choose the best judgement about that plot.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,Students can construct and interpret box-and-whisker plots,analyze,hard,4.0,"[{""text"":""The plot is correct because 9 and 18 are the third and seventh values."",""correct"":false},{""text"":""The plot is incorrect because the median 13 should be included in both halves when finding quartiles."",""correct"":false},{""text"":""The plot is incorrect because Q1 should be 8 and Q3 should be 18.5."",""correct"":false},{""text"":""The plot is incorrect because Q1 should be 8.5 and Q3 should be 18.5 when the median is not included in either half."",""correct"":true}]","For 9 values, the median is 13. Excluding it, lower half is 6, 8, 9, 11 so Q1 = (8+9)/2 = 8.5. Upper half is 15, 18, 19, 30 so Q3 = (18+19)/2 = 18.5. Marking 9 and 18 uses inner data values instead of medians of the halves. Option B uses a different convention not stated here. Option C gets Q1 wrong.","{""focus"":""find_the_error"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Advanced Statistics"",""questionType"":""mcq"",""questionNumber"":""Q104"",""learning_objective"":""Students can construct and interpret box-and-whisker plots""}",2026-05-21T10:53:42.846Z,2026-05-21T10:53:43.032Z,1536,mcq for Data Analysis & Probability
43892,mcq,"Decide which method correctly solves the problem: 63 students were surveyed, 26 like tea, 29 like juice, and 8 like both. The probability of liking exactly one drink is",math,,grade 8,global,Data Analysis & Probability,Probability,Students can use two-way tables and Venn diagrams to solve probability problems,analyze,hard,5.0,"[{""text"":""(26 - 8 + 29 - 8) / 63 = 39/63"",""correct"":true},{""text"":""(26 + 29 - 8) / 63 = 47/63"",""correct"":false},{""text"":""(26 + 29) / 63 = 55/63"",""correct"":false},{""text"":""8/63"",""correct"":false}]","Exactly one means tea only plus juice only: (26 - 8) + (29 - 8) = 18 + 21 = 39, so 39/63. The 47/63 option is the union, and 55/63 double-counts the overlap. The 8/63 option is only the intersection.","{""focus"":""method evaluation"",""grade"":8,""topic"":""Data Analysis & Probability"",""subject"":""Maths"",""subtopic"":""Probability"",""questionType"":""mcq"",""questionNumber"":""Q138"",""learning_objective"":""Students can use two-way tables and Venn diagrams to solve probability problems""}",2026-05-21T10:53:45.707Z,2026-05-21T10:53:45.823Z,1537,mcq for Data Analysis & Probability
77517,fitb,A bag has 5 red marbles and 3 blue marbles. The probability of picking a blue marble is ____.,math,,grade 8,global,Data Analysis & Probability,Probability,Students can calculate probabilities using theoretical and experimental approaches,remember,easy,1.0,[],"There are 8 marbles in total and 3 are blue, so the probability is 3/8.","{""hint"":null,""answer"":""3/8"",""caseSensitive"":false,""acceptableAnswers"":[""3/8""]}",2026-05-21T11:03:53.547Z,2026-05-21T11:03:53.629Z,1538,fitb for Data Analysis & Probability
53150,fitb,A fair die is rolled 120 times. The expected number of times it lands on an even number is ____.,math,,grade 8,global,Data Analysis & Probability,Probability,Students can calculate probabilities using theoretical and experimental approaches,apply,medium,3.0,[],"A fair die has 3 even numbers out of 6, so the probability of an even number is 1/2. The expected number is 1/2 × 120 = 60.","{""hint"":""First find the probability of an even number on a die."",""answer"":""60"",""caseSensitive"":false,""acceptableAnswers"":[""60""]}",2026-05-21T10:56:30.940Z,2026-05-21T10:56:31.078Z,1539,fitb for Data Analysis & Probability
77422,fitb,"For the grouped distribution 0–5: 3, 5–10: 7, 10–15: 2, the modal class is ____.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,"Students can calculate and interpret mean, median, mode, and standard deviation for grouped data",understand,medium,3.0,[],"The modal class is the interval with the greatest frequency. The largest frequency is 7, so the modal class is 5–10.","{""hint"":""Look for the class with the largest frequency."",""answer"":""5–10"",""caseSensitive"":false,""acceptableAnswers"":[""5–10"",""5-10""]}",2026-05-21T11:03:52.311Z,2026-05-21T11:03:52.417Z,1540,fitb for Data Analysis & Probability
53163,fitb,"A coin is flipped 120 times and lands heads 78 times. Based on the experimental results, the expected number of heads in the next 40 flips is ____.",math,,grade 8,global,Data Analysis & Probability,Probability,Students can calculate probabilities using theoretical and experimental approaches,evaluate,hard,5.0,[],"The experimental probability of heads is 78/120 = 13/20 = 0.65. In 40 more flips, the expected number of heads is 40 × 0.65 = 26.","{""hint"":""First find the experimental probability, then multiply by 40."",""answer"":""26"",""caseSensitive"":false,""acceptableAnswers"":[""26""]}",2026-05-21T10:56:31.479Z,2026-05-21T10:56:31.590Z,1541,fitb for Data Analysis & Probability
55444,drag_drop,"In a group of 28 students, 15 like apples, 11 like bananas, and 4 like both. Drag the numbers to the correct rule cards.",math,,grade 8,global,Data Analysis & Probability,Probability,Students can use two-way tables and Venn diagrams to solve probability problems,understand,easy,1.0,[],Apples only is 15 - 4 = 11. Both is 4. Bananas only is 11 - 4 = 7. Neither is 28 - (11 + 4 + 7) = 6.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""11""},{""id"":""item_2"",""label"":""4""},{""id"":""item_3"",""label"":""7""},{""id"":""item_4"",""label"":""6""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort the counts into the correct Venn sections.""},""targets"":[{""id"":""target_1"",""label"":""Apples only""},{""id"":""target_2"",""label"":""Both fruits""},{""id"":""target_3"",""label"":""Bananas only""},{""id"":""target_4"",""label"":""Neither""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T10:57:15.901Z,2026-05-21T10:57:16.039Z,1542,drag_drop for Data Analysis & Probability
52984,drag_drop,"A box-and-whisker plot for a data set has minimum 4, median 12, and maximum 28. Two cards fit as quartiles and two do not. Drag each card to the correct group.
Cards: 6, 10, 14, 30",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,Students can construct and interpret box-and-whisker plots,analyze,medium,3.0,[],"Q1 must be between the minimum 4 and median 12, so 6 and 10 fit there. Q3 must be between median 12 and maximum 28, so 14 fits but 30 does not because it is larger than the maximum. Since the task is asking which values can fit somewhere as a quartile, 6, 10, and 14 fit; 30 does not.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""6""},{""id"":""item_2"",""label"":""10""},{""id"":""item_3"",""label"":""14""},{""id"":""item_4"",""label"":""30""}],""labels"":{""end"":null,""start"":null,""instruction"":""Decide which cards could be quartile values.""},""targets"":[{""id"":""target_1"",""label"":""Can fit in the box plot""},{""id"":""target_2"",""label"":""Cannot fit in the box plot""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T10:56:27.312Z,2026-05-21T10:56:27.479Z,1543,drag_drop for Data Analysis & Probability
62678,drag_drop,"A grouped table has classes 0–5, 5–10, 10–15, 15–20 and frequencies 3, 7, 7, 3. Put the cards in order from the smallest estimated value to the largest estimated value.",math,,grade 8,global,Data Analysis & Probability,Advanced Statistics,"Students can calculate and interpret mean, median, mode, and standard deviation for grouped data",analyze,hard,4.0,[],"Midpoints are 2.5, 7.5, 12.5, and 17.5. The distribution is symmetric, so the estimated mean is 10. The median is also about 10 because the middle values lie between the central classes. The modal classes are 5–10 and 10–15, whose centres are 7.5 and 12.5, so a modal estimate can be described around 10 as well. The standard deviation is a spread measure and is smaller than 10 here, about 4.5, so it comes first, then the centre measures together.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""standard deviation""},{""id"":""item_2"",""label"":""estimated mean""},{""id"":""item_3"",""label"":""estimated median""},{""id"":""item_4"",""label"":""modal estimate""}],""labels"":{""end"":""Largest estimated value"",""start"":""Smallest estimated value"",""instruction"":""Drag the cards into order.""},""targets"":[{""id"":""target_1"",""label"":""1""},{""id"":""target_2"",""label"":""2""},{""id"":""target_3"",""label"":""3""},{""id"":""target_4"",""label"":""4""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T10:59:31.299Z,2026-05-21T10:59:31.417Z,1544,drag_drop for Data Analysis & Probability
55456,drag_drop,"A market stall records whether 60 customers bought oranges and grapes. Counts are: both = 18, oranges only = 7, grapes only = 15, neither = 20. Match each probability card to the correct event label.",math,,grade 8,global,Data Analysis & Probability,Probability,Students can use two-way tables and Venn diagrams to solve probability problems,analyze,hard,4.0,[],"Oranges is 18 + 7 = 25, so 25/60 = 5/12. Not grapes is oranges only plus neither: 7 + 20 = 27, so 27/60 = 9/20. Neither is 20/60 = 1/3. Grapes but not oranges is 15/60 = 1/4.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""5/12""},{""id"":""item_2"",""label"":""9/20""},{""id"":""item_3"",""label"":""1/3""},{""id"":""item_4"",""label"":""1/4""}],""labels"":{""end"":""Events"",""start"":""Probabilities"",""instruction"":""Match each card carefully.""},""targets"":[{""id"":""target_1"",""label"":""bought oranges""},{""id"":""target_2"",""label"":""did not buy grapes""},{""id"":""target_3"",""label"":""bought neither fruit""},{""id"":""target_4"",""label"":""bought grapes only""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T10:57:16.115Z,2026-05-21T10:57:16.400Z,1545,drag_drop for Data Analysis & Probability
118453,mcq,Choose the equation that matches the digit sum trick.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,apply,easy,1.0,"[{""text"":""12 + 16 = 28"",""correct"":true},{""text"":""15 + 11 = 25"",""correct"":false},{""text"":""22 + 15 = 36"",""correct"":false},{""text"":""31 + 14 = 44"",""correct"":false}]","Great! 12 makes 3 and 16 makes 7. Then 3 + 7 = 10, then 1. The answer 28 makes 10, then 1. So this one matches.","{""focus"":""identify the equation with matching digit sums"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""questionType"":""mcq"",""questionNumber"":""Q45"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",2026-05-21T11:18:06.372Z,2026-05-21T11:18:06.517Z,1546,mcq for Vedic Mathematics
119892,mcq,Pick the correct result for 7 × 4.,math,,grade 1,global,Vedic Mathematics,Number Patterns & Shortcuts,Students can apply a Vedic shortcut to multiply single-digit numbers,apply,easy,1.0,"[{""text"":""24"",""correct"":false},{""text"":""28"",""correct"":true},{""text"":""32"",""correct"":false},{""text"":""21"",""correct"":false}]",You are doing great! 7 × 4 = 28. Counting by 4s seven times reaches 28.,"{""focus"":""multiplication"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Number Patterns & Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q46"",""learning_objective"":""Students can apply a Vedic shortcut to multiply single-digit numbers""}",2026-05-21T11:18:28.118Z,2026-05-21T11:18:28.284Z,1547,mcq for Vedic Mathematics
119894,mcq,Look at the expressions below. Choose the correct one for 8 × 1.,math,,grade 1,global,Vedic Mathematics,Number Patterns & Shortcuts,Students can apply a Vedic shortcut to multiply single-digit numbers,apply,easy,1.0,"[{""text"":""8 × 1 = 9"",""correct"":false},{""text"":""8 × 1 = 8"",""correct"":true},{""text"":""8 × 1 = 7"",""correct"":false},{""text"":""8 × 1 = 10"",""correct"":false}]",Super! 8 × 1 = 8. One group of 8 is still 8.,"{""focus"":""multiplication"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Number Patterns & Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q49"",""learning_objective"":""Students can apply a Vedic shortcut to multiply single-digit numbers""}",2026-05-21T11:18:28.219Z,2026-05-21T11:18:28.318Z,1548,mcq for Vedic Mathematics
118555,mcq,"Choose the correct result for 31 + 27 after usual addition, then use the digit sum trick to check your answer.",math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,apply,medium,2.0,"[{""text"":""57"",""correct"":false},{""text"":""58"",""correct"":true},{""text"":""59"",""correct"":false},{""text"":""56"",""correct"":false}]","Nice careful work! 31 + 27 = 58. Check: 31 gives 4 and 27 gives 9. Then 4 + 9 = 13, and 1+3=4. The answer 58 gives 5+8=13, then 4, so it checks.","{""focus"":""multi_step_application"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""questionType"":""mcq"",""questionNumber"":""Q146"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",2026-05-21T11:18:07.573Z,2026-05-21T11:18:07.647Z,1549,mcq for Vedic Mathematics
118656,mcq,"Look at the pattern 121, 132, 143. How much does each number change by to help you find the next one?",math,,grade 1,global,Vedic Mathematics,Number Patterns & Shortcuts,Students can identify number patterns used in Vedic methods,understand,medium,2.0,"[{""text"":""Each answer is 11 more than the one before."",""correct"":true},{""text"":""Each answer is 1 more than the one before."",""correct"":false},{""text"":""Each answer is 10 more than the one before."",""correct"":false},{""text"":""Each answer gets smaller each time."",""correct"":false}]","132 is 11 more than 121, and 143 is 11 more than 132. So the pattern increases by 11 each time. It is not going up by 1 or 10, and it is not getting smaller.","{""focus"":""representation_translation"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Number Patterns & Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q52"",""learning_objective"":""Students can identify number patterns used in Vedic methods""}",2026-05-21T11:18:08.888Z,2026-05-21T11:18:08.998Z,1550,mcq for Vedic Mathematics
118608,mcq,A monkey has 25 bananas and gets 37 more. One leaf card says 62. Another leaf card says 53. Choose the better card after real adding and checking with digit sums.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,analyze,hard,4.0,"[{""text"":""62, because it is the true total and the check fits"",""correct"":true},{""text"":""53, because 5+3 makes 8"",""correct"":false},{""text"":""62, because 2+5 and 3+7 make 17"",""correct"":false},{""text"":""53, because the ones make 12"",""correct"":false}]","Great work! 25 + 37 = 62. The digit sums are 2+5=7 and 3+7=10 then 1. Then 7+1=8. The sum 62 has 6+2=8, so 62 is the good card.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""questionType"":""mcq"",""questionNumber"":""Q196"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",2026-05-21T11:18:08.280Z,2026-05-21T11:18:08.358Z,1551,mcq for Vedic Mathematics
